"","y.actual_yield","y.marketable_yield","y.id","x.photosynthetic_active_days_needed","x.water_stress_damage","x.disease_damage","x.insect_damage","x.weather_damage","x.chill_need","x.expected_yield","x.expected_season_length","x.late_frost_damage","x.temp_fluctuation_damage","x.extreme_rainfall_damage","x.extreme_heat_damage","x.water_stress_risk","x.insect_risk","x.disease_risk","x.photosynthetic_active_days","x.weather_damage_risk","x.growth_start_doy","x.speargrowth","x.chill_portions","x.late_frost_risk","x.temp_fluctuation_risk","x.extreme_rainfall_risk","x.extreme_heat_risk","x.Tsoil_mean"
"11",6.4746792420771,6.4746792420771,5694,95.6272599131424,0.147352659268481,0.138476953449189,0.300416428018273,0.174186682554726,51.0102317320555,9324.72199232409,64.1641319689089,0.165700606206984,0.164537115220913,0.172959147487154,0.25562087416589,0.28,0.42,0,97,0.1,61,11,88.49,0,0,0.2,0.25,19.3876248966021
"12",7.98145917955702,5.69036102299787,5721,98.2321058133292,0.0574309701492501,0.160446364243882,0.188821304229118,0.137677383023577,55.1483307707502,10455.3313231371,67.2007075443004,0.176830365527264,0.163534881690742,0.114505376018317,0.123517661586978,0.21,0.51,0,96,0.2,60,6,75.5,0.1,0.2,0.1,0.5,19.0024562708379
"13",9.05481573538125,9.05481573538125,5172,101.062294280954,0.128270272037345,0.175636557090955,0.152075139316305,0.175062339565376,53.698797047206,11360.5092141512,70.2372566008565,0.265778524345197,0.15087026819696,0.26471490819668,0.193646925132202,0.06,0.51,0,107,0.2,57,6,73.71,0,0,0.1,0.05,18.6885306479766
"14",7.85188712931125,7.85188712931125,5116,105.837777773822,0.274273759407451,0.0717662320661852,0.0487753882380841,0.150918366876093,50.3469748231071,8581.33840714141,77.132424407591,0.228367967810849,0.148789642291635,0.0775919249779805,0.211274216489243,0.25,0.65,0,117,0.1,44,6,66.58,0,0.1,0.2,0.25,18.6066060895206
"15",6.49190868835327,4.6738310874294,4755,101.642166972522,0.27089158900216,0.103881534318861,0.233453055940927,0.208745222832874,51.5112784363944,9585.62768979439,64.2722365590872,0.065942433836304,0.122032904999619,0.202129823532716,0.280052860907543,0.38,0.59,0.25,107,0,42,15,65.76,0,0.2,0,0.6,19.1583860654053
"16",8.84983843293202,8.84983843293202,5938,104.471711387182,0.267230158434434,0.133421258267146,0.242826474492991,0.18672856472376,51.4504167269714,9029.30665213904,66.2850319596487,0.286517906806864,0.252082642552636,0.121590891889821,0.134238688050842,0.49,0.45,0,101,0.2,42,6,68.96,0,0.2,0.2,0.35,18.9980923424592
"17",7.35151887682361,5.43916830013014,5530,100.80081656108,0.215378563496643,0.207427226424689,0.20747605720917,0.181007699562727,54.0994500651327,9581.11847224806,62.2104995743951,0.121608147349165,0.169886058356904,0.113561916044742,0.146568080046589,0.15,0.35,0,103,0.2,44,6,73.38,0,0.4,0.3,0.7,18.7280952831025
"18",6.10609538198221,5.09877924018216,6012,100.253246138574,0.178108799018455,0.0790218893635728,0.200122538821531,0.274464673826542,53.6123728073792,8223.77488254795,62.0441985257952,0.259313553063143,0.164968949678124,0.120739043823835,0.186256950475364,0.26,0.85,0,114,0,60,6,85.46,0.1,0.3,0.2,0.15,18.0706855710192
"19",9.08973551167583,5.16171303930152,5669,99.1114231603422,0.102523932134437,0.265094180397807,0.167428806089627,0.149244851181979,54.2183022135065,11680.2514400874,71.7498190195955,0.170176619336129,0.249262618559364,0.255111340371466,0.182875639735253,0.19,0.49,0,95,0.1,68,6,90.57,0,0.6,0.1,1,19.0993375640269
"20",7.13467808668623,5.60094757408881,5864,103.212748690608,0.320197656127668,0.239121029619098,0.225892996208803,0.14187385275223,61.0657177540442,9145.91275806827,74.2746886332219,0.291781548306574,0.171909073537984,0.168810094465492,0.214968425199094,0.3,0.87,0,103,0.2,42,6,63.74,0.2,0.3,0,0.75,18.9546869117035
"21",9.3874852816182,5.58049985244406,4685,95.3384181185314,0.348177062729122,0.213786141266517,0.0959780149051401,0.293499829448008,36.6013243125427,10580.9323390877,64.2695572549642,0.165806686139076,0.191323462665849,0.244138665852223,0.161399698786139,0.6,0.65,0,111,0.1,42,33,64.75,0.1,0.8,0.2,0.75,19.0311218594319
"22",9.01860130661948,9.01860130661948,5631,96.6472927526782,0.244084588940081,0.158480720915584,0.155753382747017,0.242499212140283,59.6436405323047,9378.49827610258,53.4723206697877,0.102679417370859,0.200791566006883,0.153844347765057,0.262669491192742,0.38,0.45,0,98,0,47,30,76.2,0,0.2,0,0,18.6012434908308
"23",8.63376279758741,4.66492438999949,6035,105.834278607912,0.132059465242367,0.180652613475608,0.155276824599387,0.216506974636808,48.269964867005,9955.9278924659,68.6798678892809,0.219887281312086,0.123707501515081,0.209888006094702,0.239800864011636,0.35,0.43,0,106,0.3,52,6,75.73,0.5,0.1,0,0.2,17.3308454694067
"24",5.38288390591963,4.50300280845592,5661,100.883838037773,0.23498562628343,0.0908976711624853,0.227120559732461,0.173383730326419,54.7646325595414,9391.43108954543,67.8983762691913,0.200630552158813,0.0989301923140205,0.163459051475379,0.139158997155701,0.37,0.53,0,100,0.1,58,27,82.69,0,0.3,0.2,0.35,18.7533935542201
"25",8.22008139721315,8.22008139721315,5932,100.615990706559,0.14846835980703,0.121890198459288,0.301974100171365,0.154172589699609,53.4196795218638,12129.2712018597,66.0425009032873,0.253213770189989,0.212226776668467,0.107887087250073,0.207611713437706,0.51,0.45,0,99,0.1,58,6,82.16,0,0.2,0.1,0.05,19.0127786338005
"26",10.2534571598767,10.2534571598767,5373,97.0143166415143,0.0806508256425319,0.145174237407861,0.214090289788621,0.192982563335026,48.7214816034935,10278.771835628,69.2924029216771,0.26419456502399,0.196929616983344,0.172799302100699,0.23121436087989,0.43,0.24,0,99,0.3,75,6,86.94,0,0.2,0.3,0.25,19.6488697506656
"27",11.2198529885701,5.59881258604759,5692,98.1915781329803,0.181646071390276,0.204238530910839,0.25233605776882,0.212200099979513,45.9299992945495,11630.5907357138,67.6205400176798,0.213123146841749,0.297155638995815,0.203834918389276,0.236466193232951,0.23,0.41,0,105,0.1,43,16,72.42,0,0.3,0.2,0.35,18.6592173557337
"28",5.47520581256384,5.47520581256384,4790,105.959215653176,0.140967502083731,0.205818719295275,0.308158046416345,0.198082722144157,48.0635392395441,9303.20931096828,78.6164703054295,0.178247817310197,0.33097252193158,0.161967991885576,0.269336869918018,0.36,0.96,0,109,0.1,48,21,71.57,0,0,0,0,19.3005968320463
"29",6.76214505280082,6.76214505280082,5153,99.5412998732367,0.0855173074732868,0.222609909969347,0.216158196868009,0.271460455991381,60.181575623117,9822.84503486065,59.5085594400421,0.143284588642188,0.195390843253439,0.222422192486652,0.244361782560287,0.2,0.48,0.3,117,0,56,6,79.94,0,0,0.2,0.2,18.7319128888359
"30",7.28118306497283,4.87684807293846,5754,95.0514876050836,0.129771778304519,0.139832632161466,0.234440101668151,0.178034790291579,50.8484540130865,10786.4358351571,78.6984905814337,0.209589558649706,0.178588099251969,0.330212133190382,0.17218996344445,0.16,0.36,0,92,0.2,55,6,84.58,0,0.1,0.1,0.55,18.5428346507354
"31",9.58807646675714,9.58807646675714,5451,101.531776458541,0.216015870561584,0.234416663460568,0.219978669726574,0.143202833544524,53.4391957118615,9963.09265019831,66.2967954338025,0.165565905066482,0.273367592827073,0.275648014543383,0.265626796054974,0.31,0.33,0,103,0.1,42,6,66.71,0,0.3,0.1,0.45,18.6149505667561
"32",8.00341967473187,8.00341967473187,5252,97.8864877610879,0.0762673939547684,0.255009499963927,0.169626281555795,0.23538716435155,42.4141162227712,8192.88546571391,70.0634680032579,0.160146801983555,0.196210894089033,0.231872265366072,0.149080252454972,0,0.39,0,113,0,47,6,74.21,0,0,0.1,0,18.918398367102
"33",5.16605880101858,5.16605880101858,4998,96.5032036391034,0.298787399979587,0.153396173453431,0.0926184453995771,0.161339157743441,41.2245469884786,7866.5141459872,69.0524285490944,0.373208149244589,0.0562117578341516,0.219464858114214,0.211967759070206,0.31,0.39,0,96,0.1,42,11,70.43,0,0.1,0.3,0.5,18.8878218074047
"34",8.37972403958131,4.35578289705726,6135,104.034193766284,0.101980361160345,0.208609443226294,0.249704308681344,0.187756197161598,47.7765827579128,9945.84216708539,75.1614256562972,0.236082433136708,0.162326045245936,0.1950721620611,0.244117287464724,0.26,0.33,0,106,0.3,53,6,80.23,0.7,0.3,0,0.35,17.0730595490474
"35",9.03393609570116,9.03393609570116,5135,103.429424069785,0.113860273145209,0.133271296440156,0.174755163964794,0.20334957526047,55.9113798757483,10253.6200379003,71.1359455726825,0.151775723911152,0.178254826259096,0.233755962984034,0.154949002637575,0.25,0.41,0,108,0.3,52,6,75.65,0.5,0,0,0.25,17.4836270724564
"36",6.74593736336728,6.74593736336728,4803,103.591123306115,0.0788723318598927,0.314221958482451,0.151348857499228,0.231395590250638,50.8368710057139,8429.58866708899,75.9641497540179,0.120057122538003,0.0942724578825086,0.168244712775609,0.17657605813211,0.17,0.7,0,108,0.1,42,13,73.94,0.1,0.6,0.3,0.7,18.286809348439
"37",9.92249007444254,7.46125536626465,4619,102.302135419395,0.203624631833873,0.103811925291089,0.11748715580506,0.176289307714902,42.5720052315663,10450.0942045211,74.7899701471172,0.248046074091555,0.19579234443172,0.391273456956304,0.160797854660066,0.22,0.3,0,99,0,42,6,60.8,0.2,0.1,0.1,0.2,18.5550648468366
"38",9.89270327022038,9.89270327022038,5941,97.9494286182295,0.0941755452221383,0.16017084784085,0.238926612901501,0.106684804307691,51.3163319194846,10442.7505951255,70.6308766086891,0.178303248882124,0.214940074746375,0.309242021849576,0.144273537718795,0.26,0.57,0,108,0,42,8,65.52,0.1,0.5,0,0.3,18.35515087712
"39",10.7191723824819,10.7191723824819,5388,103.104388911472,0.137049964302064,0.179521581807486,0.319961997202366,0.30827546733364,41.953628143468,11256.2766199524,72.3996741849562,0.230660906392469,0.141927407035356,0.274342297185096,0.277763014167778,0.12,0.1,0,96,0.1,59,21,84.82,0,0.1,0.1,0.2,19.3647854383132
"40",8.02558326403575,8.02558326403575,4972,103.628292473688,0.191016739506121,0.304575441042694,0.210325000691017,0.151422201309464,49.1339674813565,9800.79168321065,70.2505556788674,0.229987985018758,0.214527800467427,0.0335112019243554,0.319404657533679,0.06,0.32,0,107,0.2,55,6,69.4,0,0,0.1,0.1,18.6651721023197
"41",6.84723302779607,4.70465880152708,5551,106.528392179838,0.235050363052947,0.157439372245227,0.0615149502264401,0.185410679814768,57.083450355193,9258.99529911791,70.8639791305351,0.117243782719241,0.223711989760018,0.320430386229566,0.312910955063351,0.31,0.33,0,102,0.1,42,7,65.94,0,0.2,0,0.3,18.3628033631812
"42",5.96890749330908,5.96890749330908,6064,96.984953504304,0.146722863221941,0.214733330662545,0.293641583467505,0.093943769766483,45.4537717896313,10648.9405324903,72.0120425237752,0.232331715857388,0.0504967608748413,0.267525726843771,0.231846212179022,0.35,0.85,0,106,0.1,42,7,71.54,0.2,0.1,0.1,0.05,18.094834526539
"43",9.02230820486119,9.02230820486119,4994,97.8767561292016,0.120452398917002,0.180854695970155,0.131887261781163,0.314606427686169,48.9592819175065,10695.9233727456,70.0231508318525,0.163669175953926,0.0557736664921855,0.228031122775522,0.187175601826332,0.28,0.52,0,104,0.1,42,9,75.2,0,0,0.3,0.25,18.8014845480035
"44",8.5013473083487,6.6639607428818,6129,100.701817217942,0.0993317592247221,0.118238100701244,0.273319553190599,0.14636712461859,41.8157567533269,10421.878314556,68.711030875101,0.246457958021224,0.21612886743993,0.216546502800389,0.207207030806039,0.3,0.5,0,85,0.2,47,6,75.14,0.2,0.3,0.1,0.3,18.5653625319171
"45",7.15376099009956,5.52772183573029,5826,102.51779616701,0.128891540960956,0.268561445002414,0.264968783446289,0.185842150009765,52.4631574834994,9732.7414680211,66.206741956025,0.162862559776565,0.163032308394668,0.124788508978073,0.227298501672006,0.27,0.86,0,123,0.3,49,6,64.69,0,0.3,0.1,0.95,20.0274504066946
"46",5.16196999659809,5.16196999659809,5271,105.290855319368,0.176158033326565,0.292318737550218,0.328788104476534,0.160034985452143,48.9802326408293,9699.8089099636,69.7278107624954,0.175367925347565,0.268501381002833,0.254947034933144,0.237420622782339,0.17,0.47,0,101,0.3,49,6,76.75,0,0,0,0.05,18.4461134123551
"47",8.07895341961189,8.07895341961189,4926,103.644587427854,0.215597397103971,0.20106093441451,0.1797473101222,0.207678066608843,60.5861991074328,10216.1991999972,59.9833460208146,0.122547305622236,0.0924872671506446,0.155369408130721,0.140064401156137,0.34,0.46,0,119,0.3,49,6,76.79,0,0.1,0.1,0.35,19.6897748968169
"48",7.98943580549302,6.32058197602908,5110,100.381327970712,0.116431011082195,0.218591627649846,0.151108907508243,0.184179744425029,54.0615623583807,10192.3333783083,73.3925839565472,0.208882563186319,0.266166036068472,0.292474385174846,0.143128131709902,0.51,0.51,0,105,0.2,46,24,78.1,0.4,0,0.1,0,18.003862666327
"49",10.1523406371805,5.6209129465173,5685,99.9763380566436,0.0869178919214602,0.182105556260719,0.137473959778736,0.256595829228013,66.2596447805051,10337.6683795093,76.6971750728205,0.126753233648565,0.227001001784257,0.135475912527716,0.219342147308664,0.51,0.72,0,104,0,76,6,95.98,0.1,1,0,0.45,19.0489462452207
"50",9.04790442291624,7.50309050581703,4615,100.939148936106,0.184076702992358,0.213634294510914,0.107558053609104,0.158099130341957,47.1592901812182,10378.6797685151,64.9269243191271,0.21309206792607,0.219258885178422,0.17073720553309,0.216664511373026,0.55,0.72,0,100,0.3,50,6,66.65,0,0.3,0.3,0.35,18.9177179020029
"51",6.26667370113242,6.26667370113242,5115,96.981956154015,0.164046226539568,0.131816003665335,0.116233925468702,0.322494574263807,39.7687220591365,8923.69839212748,65.4978060961258,0.143066730665122,0.178405627327204,0.203448407686654,0.183986855995439,0.54,0.68,0,98,0.4,55,6,74.63,0,0,0.3,0.1,18.4075186082574
"52",10.003553361017,8.98531140203323,5980,97.6842931769898,0.0958189942648983,0.171893072876912,0.121031851846642,0.197219022403715,56.7330685105247,10043.5277837131,72.8561046255049,0.213467388770006,0.101788026937689,0.24654229682772,0.253766792832841,0.35,0.55,0,102,0.1,80,6,97.45,0,0.8,0,0.3,19.5534544005618
"53",7.79909083486973,7.79909083486973,4720,96.1628726110215,0.123868808688021,0.0735906144586577,0.193929799492931,0.201116229597509,46.5460538293686,8034.63756115095,75.4923612112316,0.237072631181058,0.0970329095143618,0.2585844584118,0.150073890600458,0.35,0.57,0,103,0.1,49,6,76.29,0,0.1,0.1,0.45,18.780272091992
"54",8.77055921754204,8.77055921754204,6013,100.377299608596,0.234219935761912,0.191305405705568,0.124554525078847,0.305656524159784,49.0934147491784,11002.4885330037,63.8102688448055,0.162321201704086,0.251931367884872,0.217318722005092,0.265975625326077,0.54,0.62,0,102,0.3,62,6,75.73,0,0,0.1,0,17.8355312392831
"55",8.04102976911843,6.76000996142127,4876,96.6252767409755,0.243829884230523,0.140705203379255,0.259522389447157,0.187868657861364,52.1969415675388,11660.6908175099,81.7189862940294,0.151894579206568,0.112993522457409,0.115313198723143,0.159310417257366,0.26,0.45,0,99,0.1,51,6,81.44,0.1,0.4,0,0.65,18.1131191225322
"56",8.1477320467527,7.56306014571377,6077,101.751053835175,0.157614418345588,0.203427837485906,0.208967509774459,0.200336032457255,50.2870462722821,10609.8385878978,66.7844183828023,0.196205943220527,0.117883871211682,0.0717588523633342,0.183291689669398,0.21,0.33,0,107,0.2,59,6,88.55,0,0.2,0.2,0.5,18.7829155726277
"57",9.91941557147976,9.91941557147976,5349,99.5476758752791,0.182699707284396,0.298409258360728,0.240775398360369,0.276712075240957,42.1270619191376,10849.8415986129,70.512737147728,0.133999376709993,0.150802871641138,0.286962787711044,0.11788313990234,0.06,0.15,0,92,0.1,62,6,88.79,0,0.2,0,0.3,19.4398720530655
"58",5.45228324453682,5.45228324453682,6104,100.135531093856,0.116502210944703,0.253753861519707,0.249014494652221,0.215826594990617,54.9364585514861,10536.348156385,62.677651210496,0.258356926123345,0.241040823078378,0.268750060048629,0.231308630007464,0.46,0.45,0,107,0.1,60,26,80.66,0,0.1,0,0.2,19.4786544982455
"59",6.24608513990132,4.96626462469742,5210,103.757662340051,0.195765697429471,0.0853895113107977,0.236646581248942,0.173632532496888,40.3584417705864,11002.6387928937,69.2336624682349,0.204899626972443,0.198487015767282,0.251696610230741,0.238669124837263,0.51,0.25,0,108,0.2,45,24,77.35,0.4,0,0.1,0,18.0215984407607
"60",5.46720963285741,5.11477928861853,5817,103.50521648519,0.22095553652492,0.149487273506195,0.186565185916243,0.225364342482325,56.6561029366846,9128.56555943472,73.2648324858498,0.163072588751325,0.314248199619243,0.272066849678199,0.0644625627890325,0.25,0.77,0,101,0.2,42,6,65.41,0.5,0.3,0.1,1,18.2573214482757
"61",8.53529490895187,8.53529490895187,5259,98.8739187940699,0.0984845507351577,0.296919153643285,0.149943069159877,0.150422595841011,53.3506156393484,10206.6534652834,72.1396484154215,0.150084818643338,0.241267029716507,0.188696254744309,0.300171543149218,0.15,0.63,0,109,0.1,53,7,72.72,0,0,0.2,0.1,19.0950705738196
"62",6.98331735043118,6.98331735043118,6098,101.268699058596,0.256199533040162,0.11113878669849,0.149057470397554,0.261809237482452,53.2505281940652,11641.1862249312,67.3967090703953,0.186130588457777,0.17810923683589,0.151096796983886,0.0773098475659875,0.41,0.39,0,97,0,58,11,82.68,0.1,0.1,0.2,0.2,18.9235959204722
"63",5.49620159110728,5.49620159110728,5326,108.805137446487,0.211601759656366,0.106452525021483,0.321177444535151,0.228187251668207,40.7644197809661,10282.7794210211,77.5034276398301,0.259057994924161,0.171508817731931,0.315437028523476,0.200718196457173,0.34,0.21,0,112,0.3,55,6,83,0,0.1,0.1,0.2,19.748414234127
"64",7.18344057051238,3.88962007499472,5106,100.160546007432,0.142647925305419,0.207777601235206,0.130048192523721,0.201606971248923,52.2349035569074,8874.89581187062,66.7696799628221,0.221241363922394,0.237288286763186,0.109316922912242,0.251106358153718,0.24,0.53,0,113,0,45,6,72.85,0.3,0.2,0.5,0.35,18.1009123660033
"65",9.65729866385577,4.68454702743475,5849,100.64038905466,0.272341968330913,0.131521538538341,0.101163698440844,0.202158137895492,52.8007122068152,11006.0131936713,59.1062155266312,0.176877461384697,0.333623487193213,0.213944215223045,0.181298108328365,0.06,0.61,0,98,0,61,6,90.26,0,0.3,0,0.85,19.5600709246659
"66",7.00165126281912,7.00165126281912,5867,100.905572220257,0.2784773607823,0.0820329181714257,0.272609020622526,0.226328749144518,46.6497032002865,9832.94862674888,64.6767773655854,0.24497115147,0.223890901836774,0.237949510820746,0.160056981773622,0.25,0.63,0,107,0.1,43,6,47.7,0.1,0.1,0.2,0.4,18.9679707467335
"67",6.21506667550051,6.21506667550051,5060,99.9417987128414,0.139127352439222,0.2296526470882,0.291349808521854,0.195615214034631,48.5512905113118,10350.5654075595,66.2018363854928,0.242603800301777,0.11684471646232,0.108376624219762,0.210465400892087,0.38,0.62,0,105,0.1,78,6,85.96,0,0,0,0.25,19.1094176342707
"68",7.76126932597738,5.38990906398602,4934,100.385067456697,0.231777060222667,0.259190408842514,0.241579404619368,0.251700199647668,54.3388882217504,10237.4692969036,83.6950145566077,0.244400322362963,0.155340997399342,0.269560774108819,0.305537684931805,0.29,0.3,0,102,0.1,51,6,74.2,0,0.4,0,0.85,19.1865734652555
"69",7.87256261597363,6.00921264987957,5129,99.7329269294731,0.212048096245713,0.15010216487181,0.193247725081093,0.184403416873963,43.0247834019954,10832.575114571,64.9879395424931,0.228998497118384,0.148049734914574,0.239724470719721,0.236689126144678,0.3,0.53,0,92,0.1,43,6,72.9,0,0,0.1,0.2,18.9739896702314
"70",7.8451857982601,7.8451857982601,5212,101.233231984425,0.266271975026397,0.211120993736298,0.133684198705214,0.189309192255284,50.3891575318871,9531.87455537972,64.1661741701323,0.201773384432509,0.188894603128201,0.0735162751529553,0.209224306749188,0.21,0.87,0,116,0.1,59,6,85.16,0.1,0.1,0.2,0.2,18.3994444878014
"71",7.65770721226935,6.49151381879601,4794,97.558178249486,0.158685982809915,0.203319047320481,0.251709689686021,0.260108167362843,42.2570719606091,10317.2919592422,71.5012695190657,0.228941141613293,0.303430194705036,0.152290151757805,0.23563948854899,0.37,0.61,0,107,0,55,6,85.45,0,0,0.3,0.25,19.3618605851317
"72",8.46533011692724,6.30617692720547,5571,101.493488905271,0.292575431911877,0.147441842686886,0.18441951222566,0.288925721119069,43.7650342186399,11303.5434705898,66.185464055132,0.145047206271478,0.154545157473661,0.222996835683343,0.255058356838836,0.17,0.51,0,96,0.3,49,6,77.56,0,0,0,0.05,18.509025713108
"73",9.86068703209976,5.61685453687434,4777,99.1458480126413,0.0479028300941318,0.126178922456406,0.080816005957982,0.155434906773419,43.8457895890829,10843.9873284996,64.1844551018637,0.210547699226665,0.178887537963156,0.283244776524189,0.147134210397347,0.26,0.72,0,110,0.1,57,6,85.32,0,0.1,0.2,0.9,19.2656311318895
"74",6.58890241303811,3.49069745878681,5006,99.1946084160121,0.129127498475956,0.24619441503395,0.186519073745188,0.262618454904049,51.0463731536397,9102.74157316012,72.5520070951865,0.299298137269847,0.296097829084342,0.241646392871406,0.170917501092102,0.24,0.48,0,108,0.1,47,6,74.4,0.4,0.2,0.5,0.45,17.5838454150067
"75",7.47267511976291,7.47267511976291,5959,96.0088437890053,0.26267730438615,0.139449675143531,0.263455333791214,0.281328491309995,48.8406157573457,7539.64289082943,67.5342468409343,0.0739248570925788,0.0720507606153599,0.0876871083977517,0.246241889209328,0.22,0.67,0,106,0.2,62,6,86.13,0,0.1,0.2,0.15,19.33210147451
"76",5.48500284321496,4.3920149680772,5185,102.534121544668,0.21911466087782,0.24379722480513,0.225187087953206,0.1757601297906,50.366269577566,9220.77716675693,55.6675969788699,0.218212723630703,0.199268424535058,0.251703178673406,0.209605490408033,0.52,0.65,0,111,0,42,37,71.52,0.1,0.2,0.2,0.35,19.078558793891
"77",7.72224815894121,7.72224815894121,5758,101.089518464504,0.24615950643329,0.151799959349908,0.128283751875046,0.130414331078776,58.3113578705708,9762.71905332524,72.7705899716815,0.203818363126649,0.324409788149169,0.228322743238194,0.0889556087945157,0.2,0.25,0,92,0.3,42,31,73.67,0,0.5,0.1,0.2,19.2468271485662
"78",8.30703578120551,8.30703578120551,5272,99.7825749469798,0.213439129925316,0.248472944894259,0.165138328157862,0.145505771579167,54.8486724873222,10873.8704772166,68.6233907504865,0.0908406453148001,0.269716548710461,0.215922460369521,0.215709025570609,0.06,0.51,0,108,0.2,57,6,74.44,0,0,0.1,0.05,18.7922189489618
"79",8.27883917461831,8.27883917461831,5946,103.654507402866,0.240622043106344,0.18276060514062,0.203945325426578,0.132581179221866,49.9972107349664,12106.9641585162,76.7128479957633,0.159912146285044,0.170796842980243,0.261390555416013,0.238058577538935,0.44,0.72,0,104,0.7,54,6,79.02,0,0.3,0,0.4,19.3015260806228
"80",6.791160926255,5.83525544234002,4926,103.457346404727,0.281453495392538,0.0723976227212495,0.0939674024456007,0.211582940562706,55.0938438921045,8630.26111260181,75.0359722329116,0.232987312117678,0.298469750905433,0.273908602306268,0.140757301188284,0.34,0.46,0,119,0.3,49,6,76.79,0,0.1,0.1,0.35,19.6897748968169
"81",9.60919002264144,9.60919002264144,4682,107.832741405837,0.205921413331597,0.145706303850722,0.203293903193732,0.218827005161906,47.1158753986559,11979.738235922,63.0527006860812,0.275317499675618,0.177079333127683,0.232483005860253,0.132327675125134,0.23,0.91,0,102,0.1,42,16,64.76,0,0.4,0,0.1,19.1928443452728
"82",8.74629003783638,8.74629003783638,5384,101.136057481275,0.130672436827021,0.234861100837524,0.218890725956409,0.195973920136724,58.9459965774851,10184.2188339848,82.1991203767253,0.150281619928422,0.169824280844479,0.135018675623826,0.203433697881251,0.33,0.36,0,100,0,76,13,96.22,0,0.1,0.1,0.15,19.2197932267359
