"","ssp","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"ssp126--MRI-ESM2-0--2075--2039","ssp126",0.32,0,0,32,107.91,6.96390728476821,0.2,0,0.65,0.05,0,0.2,0,0.2,0.1,0.1,0,0.55,0.05,0.3,0.35,10.328875,6.74016666666667,17.1338333333333,20.4165151515152,1539
"ssp126--MRI-ESM2-0--2075--2040","ssp126",0.35,0,0,18,107.6,7.9264238410596,0.25,0,1,0.1,0.12,0,0,0,0,0,0,0.25,0.15,0,0.3,9.22270833333333,7.82316666666667,12.9576666666667,20.1577272727273,1540
"ssp126--MRI-ESM2-0--2075--2041","ssp126",0.13,0.4,0,39,105.57,6.87370860927152,0.35,0,0.8,0.05,0.16,0,0,0,0,0.1,0,0.2,0.05,0.15,0.8,11.8845833333333,8.65408333333333,14.18,19.4136764705882,1541
"ssp126--MRI-ESM2-0--2075--2042","ssp126",0.37,0,0,36,97.02,7.79490066225166,0.416666666666667,0.1,0.15,0.05,0.05,0,0,0,0.1,0.1,0,0.1,0.05,0,0.25,9.28304166666667,10.7363333333333,13.1978333333333,16.0156060606061,1542
"ssp126--MRI-ESM2-0--2075--2043","ssp126",0.07,0,0,29,106.7,7.17966887417219,0.166666666666667,0,1,0.05,0.05,0.05,0,0,0,0,0,0.3,0.1,0.15,0.3,10.25575,6.99458333333333,15.274,21.2945454545455,1543
"ssp126--MRI-ESM2-0--2075--2044","ssp126",0.35,0,0,38,99.67,7.23350993377483,0.333333333333333,0,0.85,0,0,0,0,0,0,0,0,0.1,0.05,0,0.45,10.01675,8.40158333333333,14.3493333333333,18.020303030303,1544
"ssp126--MRI-ESM2-0--2075--2045","ssp126",0.26,0.2,0,43,97.67,7.32913907284768,0.183333333333333,0,0.7,0.1,0.07,0,0,0,0,0,0,0.25,0.1,0,0.65,11.5142916666667,8.15208333333333,14.5385,19.5575,1545
"ssp126--MRI-ESM2-0--2075--2046","ssp126",0.44,0.15,0,35,96.78,7.34887417218543,0.366666666666667,0,0.4,0,0,0.05,0,0,0,0,0,0.55,0.2,0,0.6,10.9072083333333,9.97383333333333,15.5915,20.9201515151515,1546
"ssp126--MRI-ESM2-0--2075--2047","ssp126",0.28,0,0,27,105.08,6.96251655629139,0.283333333333333,0,1,0,0.06,0.15,0,0,0,0,0,0.4,0.15,0,0.2,9.40920833333333,7.40241666666667,15.6761666666667,19.2843939393939,1547
"ssp126--MRI-ESM2-0--2075--2048","ssp126",0.17,0,0,20,99.71,7.84423841059603,0.35,0,0.65,0,0,0,0,0.25,0,0,0,0.45,0.05,0,0.1,8.58120833333333,9.17166666666667,14.269,21.1463636363636,1548
"ssp126--MRI-ESM2-0--2075--2049","ssp126",0.22,0,0,20,98.29,7.66033112582782,0.433333333333333,0,0.45,0.1,0.18,0,0,0.2,0,0,0,0.3,0.05,0,0.4,8.194125,9.65391666666667,16.9755,19.3601470588235,1549
"ssp126--MRI-ESM2-0--2075--2050","ssp126",0.22,0,0,23,100.93,6.6535761589404,0.166666666666667,0,0.8,0,0.11,0.1,0,0,0,0.1,0,0.15,0.05,0.15,0.55,8.6645,5.92483333333333,15.6566666666667,17.9706060606061,1550
"ssp126--MRI-ESM2-0--2075--2051","ssp126",0.31,0.1,0,38,104.21,7.09350993377483,0.25,0,0.3,0,0.13,0.05,0,0,0,0,0,0.3,0.15,0.3,0.5,10.5953333333333,9.01241666666667,14.9185,18.9257575757576,1551
"ssp126--MRI-ESM2-0--2075--2052","ssp126",0.06,0.1,0.1,26,105.08,7.02728476821192,0.233333333333333,0,0.3,0.1,0.16,0.05,0,0,0,0.1,0,0,0,0,0.2,9.386625,8.84383333333333,12.8518333333333,16.6606060606061,1552
"ssp126--MRI-ESM2-0--2075--2053","ssp126",0.16,0,0,42,102.45,6.78324503311258,0.233333333333333,0,0.55,0.3,0.05,0,0,0.15,0,0,0,0.15,0.05,0.15,0.45,11.1673333333333,9.12725,12.1991666666667,18.9414705882353,1553
"ssp126--MRI-ESM2-0--2075--2054","ssp126",0.2,0.1,0,25,102.57,7.01966887417219,0.233333333333333,0,0.2,0,0.05,0.1,0,0,0,0,0,0.4,0.25,0.15,0.55,9.694875,9.53908333333333,13.6685,20.9522727272727,1554
"ssp126--MRI-ESM2-0--2075--2055","ssp126",0.35,0,0.1,26,97.57,7.16298013245033,0.416666666666667,0,0.6,0,0.15,0.05,0,0,0,0,0,0.45,0.05,0,0.35,9.96729166666667,9.20533333333333,14.3031666666667,20.6687878787879,1555
"ssp126--MRI-ESM2-0--2075--2056","ssp126",0.08,0,0,40,100.48,7.03317880794702,0.35,0,0.8,0.05,0.14,0,0,0,0,0,0,0.05,0.05,0,0.65,9.75945833333333,8.643,12.9345,18.0728787878788,1556
"ssp126--MRI-ESM2-0--2075--2057","ssp126",0.24,0.1,0,38,102.75,7.72980132450331,0.45,0,0.65,0.05,0.06,0,0,0.15,0,0,0,0.35,0.15,0.15,0.4,11.1765416666667,9.60558333333333,13.0541666666667,20.2888235294118,1557
"ssp126--MRI-ESM2-0--2075--2058","ssp126",0.2,0.15,0,23,98.93,7.74953642384106,0.45,0,0.4,0.15,0,0.1,0,0,0,0,0,0.1,0.05,0,0.3,8.174,9.77058333333333,13.0278333333333,17.110303030303,1558
"ssp126--MRI-ESM2-0--2075--2059","ssp126",0.12,0,0,40,101.35,7.44708609271523,0.333333333333333,0,0.35,0,0,0,0,0,0,0,0,0.1,0.1,0,0.3,11.7388333333333,9.22375,15.5193333333333,18.1904545454545,1559
"ssp126--MRI-ESM2-0--2075--2060","ssp126",0.3,0,0,36,102.08,7.59350993377483,0.266666666666667,0,0.6,0,0.05,0.05,0,0,0,0.1,0,0.2,0.1,0,0.35,11.3499166666667,8.72625,14.9186666666667,18.7971212121212,1560
"ssp126--MRI-ESM2-0--2075--2061","ssp126",0.14,0,0,24,96.93,6.89125827814569,0.35,0,1,0.05,0,0,0,0,0,0,0,0.15,0,0.3,0.3,8.17841666666667,7.34841666666667,14.029,18.2425,1561
"ssp126--MRI-ESM2-0--2075--2062","ssp126",0.29,0,0,13,99.54,7.87509933774835,0.216666666666667,0,1,0.05,0.1,0,0,0,0,0,0,0.05,0.05,0,0.5,7.68929166666667,7.4825,13.3563333333333,19.5734848484848,1562
"ssp126--MRI-ESM2-0--2075--2063","ssp126",0.14,0.15,0,28,99.24,7.5041059602649,0.416666666666667,0,0.2,0,0.12,0.15,0,0.2,0.1,0.2,0,0,0,0.3,0.25,9.55670833333333,9.99441666666667,16.8681666666667,16.490303030303,1563
"ssp126--MRI-ESM2-0--2075--2064","ssp126",0.19,0,0,30,105.69,7.95470198675497,0.433333333333333,0,0.75,0,0,0,0,0,0,0,0,0.1,0.2,0.15,0.6,8.69858333333333,10.1603333333333,12.9641666666667,19.3324242424242,1564
"ssp126--MRI-ESM2-0--2075--2065","ssp126",0.17,0,0,12,103.49,7.88503311258278,0.366666666666667,0,0.3,0,0.05,0,0,0,0,0,0,0,0,0.3,0.55,8.68075,9.65308333333333,14.2598333333333,17.5058823529412,1565
"ssp126--MRI-ESM2-0--2075--2066","ssp126",0.16,0,0,22,97.2,7.63443708609272,0.366666666666667,0,0.6,0,0.12,0.05,0,0,0,0,0,0.4,0.15,0.15,0.5,9.24545833333333,10.39175,15.5958333333333,20.0534848484848,1566
"ssp126--MRI-ESM2-0--2075--2067","ssp126",0.24,0,0,24,104.78,7.96304635761589,0.466666666666667,0,0.3,0,0.05,0,0,0,0,0,0,0.05,0,0.15,0.5,10.0808333333333,10.1574166666667,11.9066666666667,17.8212121212121,1567
"ssp126--MRI-ESM2-0--2075--2068","ssp126",0.15,0,0,28,100.99,7.19205298013245,0.35,0,0.5,0,0.1,0,0,0,0,0,0,0.25,0.05,0.15,0.15,9.77366666666667,8.72758333333333,15.5666666666667,17.2615151515152,1568
"ssp126--MRI-ESM2-0--2075--2069","ssp126",0.09,0,0,28,100.68,7.84708609271523,0.333333333333333,0,0.5,0,0.13,0,0,0,0,0,0,1,0.15,0,0.15,10.08675,8.99283333333333,15.8316666666667,22.5745588235294,1569
"ssp126--MRI-ESM2-0--2075--2070","ssp126",0.14,0,0,38,101.85,7.47576158940397,0.25,0,1,0.05,0.08,0.05,0,0.25,0,0,0,0.1,0.15,0.15,0.7,9.90904166666667,7.181,16.1623333333333,18.8930303030303,1570
"ssp126--MRI-ESM2-0--2075--2071","ssp126",0.23,0,0,23,98.12,6.42562913907285,0.25,0,0.85,0.1,0.11,0,0,0,0,0,0,0.05,0,0.45,0.35,9.31820833333333,7.94183333333333,12.5118333333333,18.0371212121212,1571
"ssp126--MRI-ESM2-0--2075--2072","ssp126",0.15,0,0,32,106.47,7.97483443708609,0.383333333333333,0,0.6,0,0,0.05,0,0,0,0,0,0,0.05,0.15,0.5,10.9734166666667,9.93383333333333,12.932,16.8368181818182,1572
"ssp126--MRI-ESM2-0--2075--2073","ssp126",0.49,0,0,33,92.23,7.22980132450331,0.333333333333333,0,0.8,0,0.1,0.15,0,0,0,0,0,0.45,0.1,0.15,0.4,10.09825,8.65033333333333,16.8886666666667,19.8082352941176,1573
"ssp126--MRI-ESM2-0--2075--2074","ssp126",0.14,0.2,0,42,101.71,7.76211920529801,0.233333333333333,0,1,0.15,0.07,0,0,0,0,0,0,0,0.1,0,0.25,10.411625,6.75708333333333,11.2848333333333,15.4436363636364,1574
"ssp126--MRI-ESM2-0--2075--2075","ssp126",0.13,0,0,10,106.08,8.05198675496689,0.383333333333333,0,0.75,0,0,0.15,0,0,0.1,0,0,0,0,0.15,0.65,9.16116666666667,8.91666666666667,15.9723333333333,15.7883333333333,1575
"ssp126--MRI-ESM2-0--2075--2076","ssp126",0.16,0.15,0,22,102.88,7.59317880794702,0.383333333333333,0,1,0,0.11,0.05,0,0,0,0,0,0.2,0.05,0,0.4,8.16025,7.04341666666667,16.442,18.1643939393939,1576
"ssp126--MRI-ESM2-0--2075--2077","ssp126",0.21,0,0,29,99.24,7.3387417218543,0.35,0,0.75,0,0.06,0.05,0,0,0,0,0,0.65,0.1,0.15,0.3,8.896875,8.80841666666667,16.0193333333333,21.6448529411765,1577
"ssp126--MRI-ESM2-0--2075--2078","ssp126",0.24,0,0,35,104.17,7.07741721854305,0.383333333333333,0,0.15,0.1,0.05,0,0,0,0,0,0,0.25,0.05,0.3,0.45,10.0308333333333,10.25,12.3671666666667,19.0151515151515,1578
"ssp126--MRI-ESM2-0--2075--2079","ssp126",0.14,0.25,0,30,104.24,7.57576158940397,0.45,0,0.2,0,0.07,0.05,0,0,0,0,0,0.5,0.05,0,0.3,9.6705,10.1176666666667,13.4898333333333,19.1669696969697,1579
"ssp126--MRI-ESM2-0--2075--2080","ssp126",0.32,0,0,30,100.56,8.12668874172186,0.333333333333333,0,0.95,0.05,0,0.05,0,0.1,0.1,0.1,0,0.1,0.15,0,0.55,11.1100416666667,8.16675,16.5771666666667,18.4725757575758,1580
"ssp126--MRI-ESM2-0--2075--2081","ssp126",0.1,0,0,24,103.35,7.75298013245033,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,10.7179583333333,7.8445,11.5981666666667,16.5386764705882,1581
"ssp126--MRI-ESM2-0--2075--2082","ssp126",0.36,0,0,34,103.33,7.04655629139073,0.233333333333333,0,0.25,0.05,0.15,0,0,0,0,0,0,0.05,0.1,0,0.65,10.5846666666667,10.2790833333333,13.3888333333333,17.3545454545455,1582
"ssp126--MRI-ESM2-0--2075--2083","ssp126",0.19,0.15,0.1,32,103.62,7.68854304635762,0.216666666666667,0,0.7,0.1,0.06,0,0,0,0,0,0,0,0.1,0,0.35,8.587625,7.614,12.3291666666667,16.2134848484848,1583
"ssp126--MRI-ESM2-0--2075--2084","ssp126",0.41,0,0,29,101.38,7.3076821192053,0.316666666666667,0,1,0,0,0.05,0,0,0.1,0.1,0,0.2,0.15,0.15,0.4,9.41670833333333,6.83533333333333,14.6283333333333,19.2124242424242,1584
"ssp126--MRI-ESM2-0--2075--2085","ssp126",0.3,0.1,0,28,103.68,7.46715231788079,0.283333333333333,0,0.95,0,0.12,0.1,0,0.15,0,0,0,0.2,0.05,0,0.15,10.4249583333333,8.02641666666667,16.9576666666667,17.8261764705882,1585
"ssp126--MRI-ESM2-0--2075--2086","ssp126",0.48,0.15,0,24,95.73,7.38112582781457,0.283333333333333,0.1,0.35,0.05,0.05,0.05,0,0,0,0,0,0.15,0.15,0,0.65,9.811,10.6094166666667,14.8305,18.3637878787879,1586
"ssp126--MRI-ESM2-0--2075--2087","ssp126",0.06,0,0,22,99.59,7.25470198675497,0.366666666666667,0,0.9,0.05,0.12,0.05,0,0,0,0.1,0,0,0.15,0,0.6,9.70754166666667,8.14933333333333,15.8546666666667,16.5590909090909,1587
"ssp126--MRI-ESM2-0--2075--2088","ssp126",0.2,0,0,28,103.59,7.77980132450331,0.416666666666667,0,0.85,0,0.19,0,0,0,0,0,0,0.2,0,0.15,0.35,10.5704583333333,8.99925,14.8278333333333,18.3037878787879,1588
"ssp126--MRI-ESM2-0--2075--2089","ssp126",0.11,0,0,21,104.73,7.84092715231788,0.333333333333333,0,0.9,0.05,0.06,0,0,0,0,0,0,0.15,0.05,0.15,0.25,8.75091666666667,7.82466666666667,10.585,15.9370588235294,1589
"ssp126--MRI-ESM2-0--2075--2090","ssp126",0.32,0.6,0,37,101.07,6.45026490066225,0.25,0,0.5,0,0.09,0.1,0,0,0,0,0,0,0,0,0.3,11.2284583333333,8.68991666666667,15.7563333333333,17.1386363636364,1590
"ssp126--MRI-ESM2-0--2075--2091","ssp126",0.3,0,0,24,104.68,6.86364238410596,0.3,0,0.6,0,0.08,0,0,0,0,0,0,0,0.05,0.15,0.3,9.16625,8.14116666666667,14.474,16.1662121212121,1591
"ssp126--MRI-ESM2-0--2075--2092","ssp126",0.26,0,0,39,104.68,6.9564238410596,0.233333333333333,0,0.4,0,0.07,0,0,0,0,0,0,0.2,0.2,0.45,0.5,10.7460833333333,9.31191666666667,14.3473333333333,18.4730303030303,1592
"ssp126--MRI-ESM2-0--2075--2093","ssp126",0.23,0.1,0,27,97.62,7.22549668874172,0.266666666666667,0,1,0,0.08,0.05,0,0,0,0.1,0,0.4,0.15,0.15,0.3,10.3924166666667,5.79358333333333,16.0898333333333,18.7194117647059,1593
"ssp126--MRI-ESM2-0--2075--2094","ssp126",0.13,0,0,33,95.59,7.87450331125828,0.5,0,0.55,0,0.1,0,0,0,0.1,0.1,0,0.2,0,0.15,0.35,10.1990833333333,11.1701666666667,15.7245,18.655,1594
"ssp126--MRI-ESM2-0--2075--2095","ssp126",0.32,0.25,0,47,103.04,7.5705298013245,0.316666666666667,0,1,0.05,0.09,0.05,0,0.1,0,0,0.05,0.1,0.05,0,0.4,12.007875,6.00933333333333,15.8473333333333,18.7334848484848,1595
"ssp126--MRI-ESM2-0--2075--2096","ssp126",0.06,0,0,41,94,7.71370860927152,0.3,0,0.45,0.05,0.05,0.05,0,0,0,0,0,0,0,0.15,0.45,10.3905,8.26733333333333,13.667,15.8039393939394,1596
"ssp126--MRI-ESM2-0--2075--2097","ssp126",0,0.2,0,23,97.67,7.10907284768212,0.3,0,0.55,0.05,0.11,0.15,0,0,0.15,0.1,0,0.1,0.15,0.15,0.35,9.103375,8.05816666666667,15.0743333333333,18.1105882352941,1597
"ssp126--MRI-ESM2-0--2075--2098","ssp126",0.23,0,0,24,101.85,7.54205298013245,0.35,0,0.7,0.1,0.09,0,0,0,0,0.1,0,0.3,0,0.15,0.2,9.65166666666667,8.88008333333333,13.1236666666667,20.9159090909091,1598
"ssp126--MRI-ESM2-0--2075--2099","ssp126",0.37,0.35,0,27,105.15,7.08099337748344,0.383333333333333,0,0.4,0.1,0.1,0,0,0,0,0,0,0.25,0,0.3,0.65,10.577625,10.069,11.313,17.7589393939394,1599
"ssp126--MRI-ESM2-0--2075--2100","ssp126",0.31,0,0,13,103.54,7.5053642384106,0.35,0,0.9,0,0.13,0,0,0.25,0,0,0,0.2,0.05,0.3,0.4,9.68429166666667,8.4335,17.9161666666667,18.2265151515152,1600
"ssp245--ACCESS-CM2--2075--2001","ssp245",0.18,0.25,0,43,96.11,7.53827814569536,0.266666666666667,0,0.45,0,0.05,0.15,0,0,0,0.1,0,0.55,0.1,0.45,0.1,12.5799583333333,9.84466666666667,16.8158333333333,20.8855882352941,1601
"ssp245--ACCESS-CM2--2075--2002","ssp245",0.1,0,0,35,101.68,7.37099337748344,0.383333333333333,0,0.35,0,0.07,0.05,0,0.1,0.1,0,0,0.35,0.1,0,0.5,11.1946666666667,10.6791666666667,18.0285,20.0266666666667,1602
"ssp245--ACCESS-CM2--2075--2003","ssp245",0.05,0.35,0,39,109.23,7.58827814569536,0.333333333333333,0,0.45,0,0,0.1,0,0.1,0,0,0,0.55,0.05,0,0.35,11.776125,9.84341666666667,17.1391666666667,21.2515151515152,1603
"ssp245--ACCESS-CM2--2075--2004","ssp245",0.34,0.25,0,52,94.73,8.1541059602649,0.466666666666667,0,0.55,0,0.06,0.05,0,0,0,0,0,0.15,0,0,0.15,12.942375,10.3804166666667,16.199,18.5815151515152,1604
"ssp245--ACCESS-CM2--2075--2005","ssp245",0.23,0.25,0,43,100.11,7.72417218543046,0.433333333333333,0,0.4,0.05,0.14,0.05,0,0,0,0,0,0.4,0.05,0,0.4,12.9583333333333,10.3419166666667,15.7656666666667,20.0044117647059,1605
"ssp245--ACCESS-CM2--2075--2006","ssp245",0.33,0.3,0.1,51,97.68,8.74079470198675,0.416666666666667,0,0.25,0.05,0.06,0,0,0,0,0.1,0,0.5,0.1,0.6,0.35,12.7736666666667,11.2946666666667,16.0395,22.3218181818182,1606
"ssp245--ACCESS-CM2--2075--2007","ssp245",0.12,0.3,0,41,103.36,6.98966887417219,0.3,0,0.3,0,0.1,0,0,0,0.1,0.15,0,0.2,0.1,0.3,0.45,10.8345,10.84825,18.1603333333333,19.6122727272727,1607
"ssp245--ACCESS-CM2--2075--2008","ssp245",0.1,0.3,0,41,97.71,8.31370860927152,0.366666666666667,0,0.35,0,0.13,0.15,0,0,0,0,0,0.7,0.2,0,0.15,12.7413333333333,11.3548333333333,19.141,20.9318181818182,1608
"ssp245--ACCESS-CM2--2075--2009","ssp245",0.06,0.25,0.25,47,104.01,7.10986754966887,0.333333333333333,0,0,0,0.07,0,0,0.35,0,0,0,0.9,0.05,0,0.3,13.0205416666667,12.41475,17.5261666666667,22.2516176470588,1609
"ssp245--ACCESS-CM2--2075--2010","ssp245",0.24,0.2,0,49,111.5,6.72814569536424,0.283333333333333,0,0.5,0,0.14,0,0,0,0,0,0,0.05,0.05,0.15,0.5,12.93575,9.04466666666667,15.3005,17.0842424242424,1610
"ssp245--ACCESS-CM2--2075--2011","ssp245",0.25,0,0,51,90.91,7.40152317880795,0.35,0,0.25,0,0,0.1,0,0,0,0,0,0.45,0.1,0.15,0.6,11.9121666666667,12.0863333333333,14.2108333333333,21.4313636363636,1611
"ssp245--ACCESS-CM2--2075--2012","ssp245",0.11,0.2,0.25,51,104.61,7.66198675496689,0.366666666666667,0,0.35,0,0.09,0.15,0,0,0,0,0,0.8,0.1,0.3,0.3,12.7310833333333,9.60025,16.2518333333333,21.2972727272727,1612
"ssp245--ACCESS-CM2--2075--2013","ssp245",0.34,0.2,0,40,91.26,7.45258278145695,0.333333333333333,0,0.6,0,0.05,0.15,0,0,0.1,0,0,0.55,0.1,0,0.2,11.7070416666667,9.26766666666667,14.8825,18.7432352941176,1613
"ssp245--ACCESS-CM2--2075--2014","ssp245",0.18,0.45,0,38,100.14,7.72529801324503,0.216666666666667,0,0.55,0,0.14,0,0,0,0,0,0,0.55,0.05,0,0.25,12.50925,9.17833333333333,14.4345,20.1831818181818,1614
"ssp245--ACCESS-CM2--2075--2015","ssp245",0.38,0.4,0,40,97.77,7.32655629139073,0.35,0,0.45,0,0,0.15,0,0,0,0,0,0.15,0.1,0.15,0.5,12.1091666666667,10.1481666666667,16.2276666666667,19.5783333333333,1615
"ssp245--ACCESS-CM2--2075--2016","ssp245",0.25,0.25,0.1,65,94.93,7.93609271523179,0.25,0,0.25,0,0,0,0,0,0,0,0,0.35,0.2,0.15,0.35,13.098375,10.5214166666667,16.5573333333333,20.0971212121212,1616
"ssp245--ACCESS-CM2--2075--2017","ssp245",0.22,0.35,0,39,94.51,7.57152317880795,0.4,0,0.65,0,0.11,0,0,0.2,0,0,0,0.35,0,0,0.5,11.778375,9.97733333333333,17.1878333333333,21.9255882352941,1617
"ssp245--ACCESS-CM2--2075--2018","ssp245",0,0.3,0.1,53,105.92,6.43807947019868,0.316666666666667,0.1,0.05,0,0,0,0,0,0.2,0.25,0,0.65,0.05,0.15,0.3,13.3156666666667,12.09875,15.3163333333333,20.7268181818182,1618
"ssp245--ACCESS-CM2--2075--2019","ssp245",0.12,0.3,0,53,104.23,7.5317880794702,0.233333333333333,0.1,0.55,0,0.07,0,0,0.1,0,0,0,0.1,0.1,0.15,0.3,13.2400833333333,10.998,15.7496666666667,20.2060606060606,1619
"ssp245--ACCESS-CM2--2075--2020","ssp245",0.29,0.1,0,33,98.37,7.81324503311258,0.333333333333333,0,0.4,0,0.06,0,0,0,0,0,0,0.55,0.05,0.15,0.1,11.4011666666667,12.2139166666667,14.6623333333333,21.1939393939394,1620
"ssp245--ACCESS-CM2--2075--2021","ssp245",0.15,0.9,0,63,89.01,7.68450331125828,0.4,0,0.2,0,0.16,0.05,0,0.35,0,0,0,0.55,0.15,0.3,0.2,13.995125,11.6895,17.9301666666667,20.9780882352941,1621
"ssp245--ACCESS-CM2--2075--2022","ssp245",0.22,0.4,0,46,104.28,7.17403973509934,0.333333333333333,0,0.5,0.05,0.16,0.05,0,0.15,0,0,0,0.6,0.05,0,0.15,13.3629583333333,10.05375,16.6946666666667,21.4942424242424,1622
"ssp245--ACCESS-CM2--2075--2023","ssp245",0.24,0.1,0,58,96.13,8.13258278145695,0.3,0,0.45,0,0,0,0,0,0,0,0,0.75,0.1,0,0.05,13.1015833333333,10.474,16.8888333333333,23.2142424242424,1623
"ssp245--ACCESS-CM2--2075--2024","ssp245",0.14,0,0.25,43,103.62,7.15377483443709,0.35,0,0.05,0,0.07,0.1,0,0,0.1,0,0,0.4,0.05,0.15,0.5,11.9229583333333,12.1649166666667,15.4031666666667,19.94,1624
"ssp245--ACCESS-CM2--2075--2025","ssp245",0.14,0.35,0,41,90.58,7.45039735099338,0.283333333333333,0.1,0.45,0,0.11,0.05,0,0.2,0,0,0,0.55,0.05,0.15,0.85,9.97595833333333,10.9173333333333,19.3816666666667,22.0276470588235,1625
"ssp245--ACCESS-CM2--2075--2026","ssp245",0.27,0.5,0,59,96.35,7.82774834437086,0.433333333333333,0,0.15,0,0.13,0.05,0,0,0,0,0,0.15,0.15,0,0.25,13.5925833333333,12.38075,17.7786666666667,19.5066666666667,1626
"ssp245--ACCESS-CM2--2075--2027","ssp245",0.19,0,0,43,99.8,6.76006622516556,0.416666666666667,0,0.1,0,0,0.05,0,0.1,0,0,0,0.45,0.25,0.3,0.3,10.913375,12.5718333333333,15.5731666666667,19.9969696969697,1627
"ssp245--ACCESS-CM2--2075--2028","ssp245",0.3,0.15,0,50,98.29,8.14198675496689,0.416666666666667,0,0.3,0,0.07,0.15,0,0,0,0,0,0.45,0,0,0.2,12.995625,10.8788333333333,18.2603333333333,20.9675757575758,1628
"ssp245--ACCESS-CM2--2075--2029","ssp245",0.24,0,0,28,97.56,7.4182119205298,0.383333333333333,0,0.3,0,0.07,0.15,0,0.1,0,0.1,0,0.55,0,0.15,0.25,10.258875,11.04825,16.8573333333333,18.7797058823529,1629
"ssp245--ACCESS-CM2--2075--2030","ssp245",0.09,0.3,0,41,102.38,7.65264900662252,0.283333333333333,0,0,0,0.05,0.05,0,0.1,0,0,0,0.9,0.1,0.15,0.35,12.24325,10.38925,16.9768333333333,22.1942424242424,1630
"ssp245--ACCESS-CM2--2075--2031","ssp245",0.28,0,0,46,104.62,7.71973509933775,0.183333333333333,0,0.5,0,0.06,0.05,0,0.15,0,0,0,0.05,0,0.15,0.3,12.7692916666667,8.91033333333333,16.3381666666667,16.3913636363636,1631
"ssp245--ACCESS-CM2--2075--2032","ssp245",0.46,0.35,0,48,102.56,7.14933774834437,0.316666666666667,0,0.1,0,0.16,0,0,0,0,0.1,0,0.15,0.15,0.15,0.3,11.5734583333333,12.03625,15.5431666666667,19.2366666666667,1632
"ssp245--ACCESS-CM2--2075--2033","ssp245",0.17,0.1,0.1,54,97.16,7.58437086092715,0.316666666666667,0,0.6,0,0,0.1,0,0,0.1,0.1,0,0.15,0,0,0.25,12.6871666666667,10.1566666666667,15.3786666666667,16.9879411764706,1633
"ssp245--ACCESS-CM2--2075--2034","ssp245",0.19,0,0,44,93.11,7.69708609271523,0.35,0,0.15,0,0.18,0.05,0,0.15,0,0,0,0.85,0.05,0,0.15,11.862875,11.9556666666667,16.0291666666667,22.9236363636364,1634
"ssp245--ACCESS-CM2--2075--2035","ssp245",0.18,0.15,0.1,43,104.5,7.30423841059603,0.233333333333333,0,0.6,0,0.07,0,0,0,0,0,0,0.3,0.2,0,0.2,12.86675,8.35483333333333,16.6421666666667,19.8828787878788,1635
"ssp245--ACCESS-CM2--2075--2036","ssp245",0.05,0.15,0.25,43,100.7,7.59483443708609,0.383333333333333,0,0.2,0,0,0.1,0,0,0,0,0,0.15,0,0,0.4,11.6027916666667,10.7616666666667,15.4393333333333,18.9051515151515,1636
"ssp245--ACCESS-CM2--2075--2037","ssp245",0,0.15,0,52,98.38,7.14735099337748,0.35,0,0.7,0,0.07,0.3,0,0.2,0,0.1,0,0.25,0,0.3,0.2,13.2749166666667,8.05733333333333,20.7608333333333,19.6961764705882,1637
"ssp245--ACCESS-CM2--2075--2038","ssp245",0.24,0.6,0.1,40,98.75,6.92993377483444,0.266666666666667,0,0.15,0,0,0,0,0,0,0,0,0.35,0,0.3,0.35,12.7715833333333,11.19825,12.7511666666667,18.7877272727273,1638
"ssp245--ACCESS-CM2--2075--2039","ssp245",0.32,0.25,0,47,103.38,6.9135761589404,0.233333333333333,0,0.4,0.05,0,0.25,0,0.3,0.1,0.1,0,0.75,0.1,0.3,0.35,13.0219583333333,8.87233333333333,18.8335,21.7030303030303,1639
"ssp245--ACCESS-CM2--2075--2040","ssp245",0.31,0,0,33,104.79,7.87172185430464,0.35,0,0.95,0.1,0.07,0.05,0,0,0,0,0,0.6,0.2,0,0.2,11.9160833333333,9.95666666666667,14.6648333333333,21.4392424242424,1640
"ssp245--ACCESS-CM2--2075--2041","ssp245",0.13,0.6,0.1,55,97.81,6.82284768211921,0.383333333333333,0,0.4,0,0.16,0,0,0,0,0.1,0,0.35,0.05,0.15,0.75,14.577125,10.7844166666667,15.8595,20.7227941176471,1641
"ssp245--ACCESS-CM2--2075--2042","ssp245",0.37,0.35,0.1,47,97.34,7.76158940397351,0.4,0.1,0,0.05,0.05,0,0,0,0.1,0.1,0,0.3,0.05,0,0.4,11.9760416666667,12.8676666666667,14.8853333333333,17.3118181818182,1642
"ssp245--ACCESS-CM2--2075--2043","ssp245",0.07,0.1,0,43,107.79,7.12384105960265,0.216666666666667,0,0.55,0,0,0.05,0,0,0,0,0,0.55,0.1,0.15,0.2,12.9486666666667,9.12658333333333,16.9711666666667,22.5827272727273,1643
