"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today354","418",30.937914206986,48.2034721787457,54.4558687299737,60.4985916009843,63.3215162393149
"marketable_yield_today355","419",26.6908541713784,45.3803370118121,52.0308945023709,58.3184804295716,60.9939238070592
"marketable_yield_today356","42",54.7763984179999,67.5374290708394,70.2432415297304,71.0490734449136,71.6259763317845
"marketable_yield_today357","420",33.0393000232777,50.0620780430221,55.4818862916719,61.3083968735396,63.9934587626138
"marketable_yield_today358","421",37.3449845181408,53.3564476740201,59.1442312345088,63.9162605268481,66.0722329784782
"marketable_yield_today359","422",40.9657305533879,56.1511355270836,61.2183512953735,64.9747247043894,67.2109050856885
"marketable_yield_today360","423",40.2552595556621,56.0403604070992,61.0506691866234,65.131044391515,66.6626596159051
"marketable_yield_today361","424",62.889657895572,72.4070357145173,73.7791433178561,73.1950514124963,72.1925017681323
"marketable_yield_today362","425",62.3540969731706,72.2749665884741,73.7771786710681,73.6671602481106,72.9550984122519
"marketable_yield_today363","426",62.0322799661507,71.4116577140818,73.317402950348,72.4363460628339,72.0263962535845
"marketable_yield_today364","427",61.1908843122121,71.087166916509,72.9715186204935,72.7350876978323,72.4543460473944
"marketable_yield_today365","428",62.3415819679009,71.208408639362,73.0853024219473,72.572718313248,71.9749650176443
"marketable_yield_today366","429",60.7708461352769,71.2710041792259,73.2521103153174,72.6087308981579,72.0954794991787
"marketable_yield_today367","43",56.5598150718839,68.4741647235816,71.2342064626489,71.761093204844,71.5155622746911
"marketable_yield_today368","430",60.4810285485439,71.4485726488306,73.2417993037071,72.8562522147717,72.4126958411702
"marketable_yield_today369","431",60.6615554238382,70.9897087878002,73.2145070434286,72.8482153000314,72.3225043074672
"marketable_yield_today370","432",59.218693952502,70.0521507268001,72.4537901357478,72.0618222099999,71.9613258187763
"marketable_yield_today371","433",59.8223601963203,70.272754962715,71.8919575011025,71.7057534561579,71.4958206125493
