"","id","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_ssp142","137",10.5369387528083,12.8159575131026,12.9457311089936,12.5547828533744
"marketable_yield_ssp143","138",12.0986157958061,14.875842699396,15.2047042152234,14.7900488156302
"marketable_yield_ssp144","139",11.3969830580996,14.1713626095619,14.4842090271455,14.4808616534898
"marketable_yield_ssp145","14",11.9593417728903,14.8021147766695,15.5341508900588,15.6401730149157
"marketable_yield_ssp146","140",11.5224448600414,13.7962828461269,14.299742604865,14.5210884695226
"marketable_yield_ssp147","141",10.3639295567761,12.9949033593566,12.628749306174,13.0281438462575
"marketable_yield_ssp148","142",10.805862024193,13.2142832144888,13.2698539539348,13.4438208295382
"marketable_yield_ssp149","143",10.0509484636426,12.0628299939027,11.940992446907,11.77745259238
"marketable_yield_ssp150","144",10.1765929679724,12.7803867351158,12.9026912865964,12.9824848779893
"marketable_yield_ssp151","145",10.0443476132855,12.2529513609235,12.355047954583,12.0637991142556
"marketable_yield_ssp152","146",10.9761817547163,13.640425171205,13.9121372498741,13.6704729451794
"marketable_yield_ssp153","147",10.471692929505,13.1393647616698,13.2841457475767,13.1406425308599
"marketable_yield_ssp154","148",11.2228825564887,13.2988403630414,14.0011643716404,14.1065694905919
"marketable_yield_ssp155","149",11.2358261054284,13.8429629733003,14.2973458023394,14.2513951084187
"marketable_yield_ssp156","15",12.525862735234,15.8471630768669,16.2714526482862,16.6572295663486
"marketable_yield_ssp157","150",11.7906246229705,14.604264443238,15.4495644755788,15.1846317852889
"marketable_yield_ssp158","151",11.9378569053581,14.7322581573446,15.1991041434357,15.3215817160443
"marketable_yield_ssp159","152",11.0009580899688,14.4103267424093,15.5946867911804,15.4331787800953
"marketable_yield_ssp160","153",12.6427850366067,16.3065115126311,17.1986881151002,18.3876314302777
"marketable_yield_ssp161","154",12.5395940391815,16.3084615097797,18.0174742916443,18.9043346379901
"marketable_yield_ssp162","155",12.3116569875739,16.4257544396343,18.1520717911782,19.5883173878728
"marketable_yield_ssp163","156",13.7286813970153,17.8239162058055,20.0361738224931,21.3095393264773
"marketable_yield_ssp164","157",13.359500996796,17.1139948465007,19.4220003912926,20.0789915717743
"marketable_yield_ssp165","158",12.8840389318667,16.5899985206927,18.5664552070776,19.0704535839441
"marketable_yield_ssp166","159",12.0402100400545,16.0817575053198,17.8278297541748,18.7325034976747
"marketable_yield_ssp167","16",11.7140640648609,14.1385198685467,15.1837443823544,15.0553642140254
"marketable_yield_ssp168","160",12.5683592991589,16.4101897988943,18.7178838365707,19.7670331969389
"marketable_yield_ssp169","161",14.2444404532473,18.300356377794,21.0769735359527,21.7867360638677
"marketable_yield_ssp170","162",9.18609360517819,11.0822236575186,10.1152809631284,9.91424285548123
"marketable_yield_ssp171","163",9.53436089251502,11.4737449774393,10.9119491051767,10.4167430332024
"marketable_yield_ssp172","164",9.97117352322763,11.8107874440836,11.5168401354131,10.9779270113321
"marketable_yield_ssp173","165",9.82498698588501,11.6603081263473,10.9422411195641,10.7400994684896
"marketable_yield_ssp174","166",10.1804900762925,12.2760627955881,11.6550221930524,11.755521036485
"marketable_yield_ssp175","167",10.3645831738635,12.8169996957152,12.2153657980584,11.8706923330833
"marketable_yield_ssp176","168",10.9162012949056,13.0215323732025,12.9305096400521,12.4183632451844
"marketable_yield_ssp177","169",9.7871648570466,11.5936667883452,11.1694084112623,10.9269766254346
"marketable_yield_ssp178","17",11.9369439556898,14.8268724108407,16.0273851962047,16.2190744052313
"marketable_yield_ssp179","170",10.3126434642295,12.6627013810541,12.324430451757,11.950947171218
"marketable_yield_ssp180","171",9.97761847242044,11.7861687711347,11.9494873138654,11.0299448710421
"marketable_yield_ssp181","172",10.4120034127951,12.3577707757605,12.7332691703834,12.3066030913166
"marketable_yield_ssp182","173",10.3135861077572,12.5992596128466,12.3290122481261,12.3169944429964
"marketable_yield_ssp183","174",10.1350618807108,12.1665834572951,12.3001766144182,11.527701105355
"marketable_yield_ssp184","175",11.0194614535542,13.1160549270285,13.3812599314858,13.1595581064189
"marketable_yield_ssp185","176",10.6859735852631,13.3099629642453,13.8632956249941,13.5377761930326
"marketable_yield_ssp186","177",10.1832097046358,12.3200846556462,12.3028660917484,12.1934948600956
"marketable_yield_ssp187","178",10.4975953577033,12.4952907816521,12.7366125000382,12.6496504411211
"marketable_yield_ssp188","179",10.6907259413447,13.3755747968349,13.2538251756401,13.5323326255605
"marketable_yield_ssp189","18",11.3482694957295,14.1275605243337,14.858208490047,14.7277357719255
