"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today209","288",8.63269124613121,10.6122767301371,10.3118411164465,8.57807015763552,7.42482410530912
"marketable_yield_today210","289",8.59457509501059,10.9833381916416,10.8696581856355,9.18439116103491,7.84764155102541
"marketable_yield_today211","29",9.87018755375327,11.4302244583499,11.0045237938046,8.97565538929131,7.64046615907937
"marketable_yield_today212","290",8.77085176944818,11.2894419437727,11.1867554168168,9.66879600494494,8.4064258479095
"marketable_yield_today213","291",7.90620413740518,11.0593568548858,11.3029813967002,9.74855725780222,8.6407418255773
"marketable_yield_today214","292",7.46637548279534,10.6661898737536,10.9165615896082,9.57881134358208,8.42064174317371
"marketable_yield_today215","293",6.61058374518467,10.3460274215453,11.1480933229749,9.87832478484523,9.10389140636216
"marketable_yield_today216","294",5.9705707577383,9.53036588520715,9.91428119366972,8.95110167766525,8.21305728611113
"marketable_yield_today217","295",5.29201732859529,9.17999677609508,9.74124643388151,8.94250568654654,8.37882721576506
"marketable_yield_today218","296",5.38774574166244,8.81893722935675,9.59133320731499,8.77887906834833,8.25173345337027
"marketable_yield_today219","297",4.42738073170226,8.25206068142788,9.1807486554351,8.60955485527763,8.35994401422676
"marketable_yield_today220","298",4.58123948210732,8.38761271969454,9.34824726863995,8.58248872671219,8.34274707731251
"marketable_yield_today221","299",4.24490279608785,8.59172250704259,9.67391646923262,9.07864075596828,8.81054195402901
"marketable_yield_today222","3",8.91487412719956,10.3375928289602,9.48546536189002,7.61312178405884,6.54893865584775
"marketable_yield_today223","30",9.78576575393954,11.1100274298059,10.3527012761585,8.43378692807728,7.25298199253084
"marketable_yield_today224","300",5.05196987307307,9.30249692017837,10.182282746362,9.51947007359799,8.82326318971589
"marketable_yield_today225","301",6.18581645316368,10.7276734371366,11.3533461696918,10.4028727276116,9.34687301787445
"marketable_yield_today226","302",6.70292104952301,10.9724964489643,11.3228909908984,10.16894816931,9.19254315130079
"marketable_yield_today227","303",7.53992777607368,11.5457491395654,12.0638728251746,10.7416685019818,9.8109930627339
"marketable_yield_today228","304",7.77792480405393,12.1679781395219,12.6326599575448,11.396094406193,10.3081471822276
"marketable_yield_today229","305",7.17921701637906,12.2348477272392,12.7952165184342,11.6125301842185,10.5456340713716
"marketable_yield_today230","306",12.6833260307486,12.5504276426634,11.072164043169,8.73450780674443,6.7360277369093
"marketable_yield_today231","307",11.9935369025611,11.2400370140679,9.82620441215568,7.72283281089289,6.19873849157055
"marketable_yield_today232","308",12.1587173071689,11.3643379193238,10.0867791861539,7.86945947406718,6.09387006836856
"marketable_yield_today233","309",12.1409952717851,10.7060792850884,9.1975445056087,7.1403505688308,5.58111785180716
"marketable_yield_today234","31",9.77167493105942,11.5159353274757,10.8683253160519,9.01138200873076,7.6116549881018
"marketable_yield_today235","310",11.3804219920558,11.1572917115582,9.70307133212891,7.55593551642951,6.03160275657961
"marketable_yield_today236","311",12.4884768636555,11.0752132360314,9.7996724661633,7.64647357412176,5.86334469677229
"marketable_yield_today237","312",10.9334867867445,10.8233045970499,9.83210871037314,7.69146632696173,6.07137785688769
"marketable_yield_today238","313",10.3762968439863,11.0721637863289,10.2475839046382,8.28507885655734,6.75841062771938
"marketable_yield_today239","314",9.767521225062,10.7768531747848,10.2182791727851,8.07316827617903,6.65584081257312
"marketable_yield_today240","315",9.11669842734535,10.2519269960053,9.46572324657945,7.74855824115616,6.52829899369204
"marketable_yield_today241","316",8.79619681570478,10.2185131736133,9.54843831426712,7.8511721282609,6.85932165470413
"marketable_yield_today242","317",8.41442029360807,10.0009310524729,9.45512883680848,8.06022758580605,6.80636079062086
"marketable_yield_today243","318",8.03478547735997,9.68763323395298,9.40069595672977,7.96797018914647,6.81174742908732
"marketable_yield_today244","319",7.59209955866154,9.26014808273991,8.77663323087563,7.32448595170724,6.30204483795443
"marketable_yield_today245","32",9.35460182575644,10.966460184721,10.3709697767113,8.50654087456806,7.21392596976911
"marketable_yield_today246","320",6.83050616398806,9.32882632831272,9.5330496139273,8.04151764723528,7.090993786598
"marketable_yield_today247","321",6.25924808260483,9.07779236892237,9.35912097007912,8.2663625827711,7.25564375845909
"marketable_yield_today248","322",6.862215954043,9.44318125281274,9.88331561617599,8.60150488117755,7.68722977855153
"marketable_yield_today249","323",5.54236702124501,8.90918877482539,9.60319548074004,8.54424638725786,7.77135400334124
"marketable_yield_today250","324",5.15822596366895,8.89022708380396,9.71924995786945,8.89230734180637,8.29812810672595
"marketable_yield_today251","325",5.10195351945996,8.6434713736592,9.60965868311054,8.7075828184502,8.17869719051576
"marketable_yield_today252","326",4.34611435272187,8.01436031278785,9.11323309651436,8.36661932390552,8.05976667961211
"marketable_yield_today253","327",3.77913723612403,7.61183370704032,8.75808026143812,8.09204610888403,7.72248535686075
